bss_code,model,rmse_train,rmse_test,rmsse_train,rmsse_test,learningtime,use_exo_rain,use_exo_evo,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47,h48,h49,h50,h51,h52,h53,h54,h55,h56,h57,h58,h59,h60,h61,h62,h63,h64,h65,h66,h67,h68,h69,h70,h71,h72,h73,h74,h75,h76,h77,h78,h79,h80,h81,h82,h83,h84,h85,h86,h87,h88,h89,h90,h91,h92,h93
00061X0117/PZ1,neuralprophet,0.7156547673312585,0.3431955181405573,11.420300962453062,5.476657579947336,15.549871683120728,False,False,14.085101127624512,14.13715934753418,14.191522598266602,14.241454124450684,14.302780151367188,14.357467651367188,14.413820266723633,14.467411041259766,14.518808364868164,14.572257995605469,14.62104606628418,14.681034088134766,14.734212875366211,14.788921356201172,14.840755462646484,14.890317916870117,14.941878318786621,14.988754272460938,15.046828269958496,15.098118782043457,15.150983810424805,15.201045036315918,15.248919486999512,15.298896789550781,15.344305992126465,15.401043891906738,15.451139450073242,15.50295639038086,15.5521240234375,15.599260330200195,15.64865493774414,15.693636894226074,15.750099182128906,15.80006217956543,15.851885795593262,15.901185989379883,15.948572158813477,15.998321533203125,16.04374885559082,16.10072898864746,16.15127182006836,16.20371437072754,16.253662109375,16.30170249938965,16.35209846496582,16.39814567565918,16.455703735351562,16.50676727294922,16.55965805053711,16.609962463378906,16.658260345458984,16.708797454833984,16.75486183166504,16.812305450439453,16.863107681274414,16.915590286254883,16.96533203125,17.012908935546875,17.06256866455078,17.10759162902832,17.163833618164062,17.21327781677246,17.26424789428711,17.312328338623047,17.35810089111328,17.40581703186035,17.44877052307129,17.50282096862793,17.54996109008789,17.598526000976562,17.644107818603516,17.687297821044922,17.732357025146484,17.77259063720703,17.823862075805664,17.868179321289062,17.913877487182617,17.956558227539062,17.996822357177734,18.038930892944336,18.07619285583496,18.124479293823242,18.165794372558594,18.208477020263672,18.248126983642578,18.285343170166016,18.324382781982422,18.358551025390625,18.403717041015625,18.441875457763672,18.48135757446289,18.51776123046875,18.55167007446289
00065X0148/P,neuralprophet,0.29427608363359553,0.3412793435190663,1.9791554359083163,2.2952761214872663,15.329123497009277,False,False,1.4997351169586182,1.5236278772354126,1.5098967552185059,1.507100224494934,1.5106648206710815,1.5285605192184448,1.516766905784607,1.5367718935012817,1.5599215030670166,1.5454027652740479,1.5417697429656982,1.5444470643997192,1.5614007711410522,1.5486109256744385,1.5675638914108276,1.5896070003509521,1.573928713798523,1.569085955619812,1.570507287979126,1.5861639976501465,1.572041392326355,1.589633584022522,1.6102955341339111,1.5932246446609497,1.586987853050232,1.587023377418518,1.601314663887024,1.585857629776001,1.6021593809127808,1.6215870380401611,1.6033505201339722,1.59602952003479,1.5950751304626465,1.6084827184677124,1.5922610759735107,1.6079281568527222,1.6268616914749146,1.6082828044891357,1.600779414176941,1.5998111963272095,1.6133804321289062,1.597501516342163,1.613696813583374,1.633347511291504,1.6156753301620483,1.6092685461044312,1.6095845699310303,1.6246227025985718,1.6103917360305786,1.6284072399139404,1.650042176246643,1.634507417678833,1.6303801536560059,1.6331044435501099,1.650664210319519,1.6390531063079834,1.6597689390182495,1.6841660737991333,1.6714366674423218,1.67013680934906,1.6756904125213623,1.6960598230361938,1.6872167587280273,1.7106373310089111,1.7376539707183838,1.727436900138855,1.728521704673767,1.7363108396530151,1.7587471008300781,1.751783013343811,1.7768769264221191,1.8053443431854248,1.7963407039642334,1.7983871698379517,1.8068742752075195,1.8297348022460938,1.8229124546051025,1.847859263420105,1.875886082649231,1.8661460876464844,1.8671598434448242,1.8743202686309814,1.8955631256103516,1.8868383169174194,1.9096060991287231,1.9351868629455566,1.9227454662322998,1.9208160638809204,1.924806833267212,1.9426699876785278,1.930374026298523,1.9493978023529053,1.9710826873779297
00068X0010/F295,neuralprophet,0.5023368137416095,0.7539371151239338,3.185554694298027,4.781070888274461,15.908047437667847,False,False,20.66494369506836,20.67994499206543,20.679121017456055,20.720521926879883,20.739524841308594,20.75055503845215,20.756975173950195,20.790441513061523,20.807947158813477,20.80937385559082,20.852781295776367,20.873559951782227,20.88614273071289,20.89391326904297,20.928537368774414,20.9470272064209,20.949281692504883,20.99337387084961,21.014719009399414,21.02776527404785,21.035911560058594,21.07084846496582,21.089601516723633,21.09208869934082,21.136402130126953,21.157968521118164,21.171253204345703,21.179672241210938,21.214923858642578,21.234050750732422,21.236974716186523,21.28179931640625,21.3039608001709,21.31792640686035,21.327117919921875,21.36323356628418,21.383316040039062,21.38728904724121,21.433252334594727,21.456632614135742,21.47189712524414,21.482458114624023,21.520004272460938,21.54157066345215,21.547067642211914,21.594585418701172,21.619537353515625,21.636381149291992,21.648509979248047,21.687602996826172,21.71068000793457,21.717639923095703,21.766557693481445,21.792837142944336,21.810916900634766,21.82418441772461,21.864309310913086,21.88829803466797,21.896041870117188,21.945608139038086,21.972393035888672,21.990835189819336,22.004316329956055,22.04450035095215,22.068397521972656,22.075897216796875,22.125072479248047,22.15131950378418,22.169082641601562,22.18174934387207,22.220993041992188,22.24382972717285,22.250160217285156,22.298065185546875,22.32295799255371,22.33928680419922,22.350454330444336,22.388147354125977,22.409393310546875,22.414106369018555,22.460378646850586,22.48363494873047,22.49833869934082,22.50790023803711,22.544017791748047,22.56372833251953,22.566957473754883,22.611799240112305,22.633689880371094,22.647096633911133,22.655433654785156,22.69040298461914,22.709041595458984
00068X0147/PZ5,neuralprophet,1.3631091470592338,1.8761952342624382,9.213426296139746,12.681439740419004,16.049022674560547,False,False,-0.9795506000518799,-0.9912570714950562,-1.021111249923706,-1.0346031188964844,-1.0424193143844604,-1.0320780277252197,-1.0216649770736694,-1.0286812782287598,-1.042487621307373,-1.0741034746170044,-1.0889859199523926,-1.0977956056594849,-1.088028073310852,-1.0777519941329956,-1.0844485759735107,-1.0974700450897217,-1.1278225183486938,-1.140960931777954,-1.1475427150726318,-1.1350618600845337,-1.1215931177139282,-1.124621033668518,-1.1335060596466064,-1.1592674255371094,-1.1673702001571655,-1.1684859991073608,-1.1501268148422241,-1.130380392074585,-1.1267549991607666,-1.1286252737045288,-1.1470341682434082,-1.1474645137786865,-1.1406103372573853,-1.1140028238296509,-1.085752248764038,-1.073386311531067,-1.0663000345230103,-1.0755568742752075,-1.0666593313217163,-1.050320029258728,-1.0140877962112427,-0.9760924577713013,-0.953876256942749,-0.9368544816970825,-0.9361028671264648,-0.9171435832977295,-0.8907005786895752,-0.8443412780761719,-0.7962074279785156,-0.7638577222824097,-0.7367211580276489,-0.7258877754211426,-0.6968954801559448,-0.6604833602905273,-0.6042333841323853,-0.5463037490844727,-0.5042709112167358,-0.46757885813713074,-0.4473383128643036,-0.40910133719444275,-0.36363139748573303,-0.2985272705554962,-0.2319711148738861,-0.18155792355537415,-0.13675710558891296,-0.10870036482810974,-0.06296646595001221,-0.010340243577957153,0.06155237555503845,0.13450667262077332,0.19090218842029572,0.24124382436275482,0.2743770480155945,0.3246980309486389,0.3814011216163635,0.45683753490448,0.5327830910682678,0.5915952324867249,0.6437675952911377,0.6781258583068848,0.7290573120117188,0.7857431173324585,0.8605306148529053,0.9351892471313477,0.9920767545700073,1.041688084602356,1.0728565454483032,1.1199790239334106,1.1722491979599,1.2420316934585571,1.311118483543396,1.3618927001953125,1.4048768281936646
00103X0322/F,neuralprophet,0.3477109069134065,0.5066724450653114,5.913710023661646,8.617256052431179,15.42359471321106,False,False,23.033353805541992,23.072711944580078,23.12076187133789,23.163991928100586,23.200733184814453,23.238243103027344,23.26534080505371,23.295238494873047,23.327505111694336,23.368261337280273,23.404033660888672,23.433181762695312,23.462997436523438,23.482332229614258,23.504426956176758,23.52888298034668,23.561853408813477,23.589889526367188,23.611379623413086,23.633644104003906,23.645553588867188,23.660375595092773,23.677734375,23.703798294067383,23.72513771057129,23.740154266357422,23.75618553161621,23.762113571166992,23.77121353149414,23.783119201660156,23.804004669189453,23.820444107055664,23.83084487915039,23.842538833618164,23.84441375732422,23.849740982055664,23.858150482177734,23.875808715820312,23.88928985595703,23.896987915039062,23.906232833862305,23.905899047851562,23.90924835205078,23.915903091430664,23.93202018737793,23.944156646728516,23.950702667236328,23.958972930908203,23.95783233642578,23.960529327392578,23.9666748046875,23.98241424560547,23.99429702758789,24.000699996948242,24.008926391601562,24.007831573486328,24.010658264160156,24.017004013061523,24.03300666809082,24.045207977294922,24.051973342895508,24.06060218811035,24.0599422454834,24.0632266998291,24.070049285888672,24.0865421295166,24.099239349365234,24.106502532958984,24.115623474121094,24.115446090698242,24.119197845458984,24.126468658447266,24.143386840820312,24.156478881835938,24.164104461669922,24.17354965209961,24.17365264892578,24.177640914916992,24.18509292602539,24.202136993408203,24.21529197692871,24.222919464111328,24.2322940826416,24.232254028320312,24.236021041870117,24.2431697845459,24.259822845458984,24.27250099182129,24.27955436706543,24.28826141357422,24.28745460510254,24.29035186767578,24.296527862548828
00104X0054/P1,neuralprophet,0.31045764396606707,0.19203274021276134,1.985252974946659,1.2279728852036644,15.976081132888794,False,False,5.868685722351074,5.893532752990723,5.895998954772949,5.924549102783203,5.938270568847656,5.959296703338623,5.967921257019043,5.998473167419434,6.022830009460449,6.0248613357543945,6.053031921386719,6.066427230834961,6.087179183959961,6.095578670501709,6.125949859619141,6.150167942047119,6.152095317840576,6.1801910400390625,6.193535804748535,6.214253902435303,6.222629547119141,6.2529802322387695,6.277172565460205,6.279063701629639,6.307104587554932,6.320369720458984,6.340975761413574,6.349201202392578,6.379358291625977,6.403308391571045,6.404903411865234,6.432591438293457,6.445442199707031,6.465571880340576,6.473256587982178,6.502807140350342,6.52608585357666,6.526945114135742,6.553833961486816,6.565826416015625,6.585040092468262,6.591754913330078,6.620288372039795,6.6425065994262695,6.64226770401001,6.668027877807617,6.678866386413574,6.696909427642822,6.702444553375244,6.729794502258301,6.750833988189697,6.749428749084473,6.774041652679443,6.783760070800781,6.800715446472168,6.805201530456543,6.831548690795898,6.8516340255737305,6.849329948425293,6.873102188110352,6.882040977478027,6.898280143737793,6.902114391326904,6.927873611450195,6.947436332702637,6.944671630859375,6.968043327331543,6.976638317108154,6.9925856590271,6.996175765991211,7.021731376647949,7.041125297546387,7.0382184982299805,7.061466217041016,7.069947242736816,7.085781097412109,7.0892486572265625,7.114664077758789,7.133887767791748,7.130772113800049,7.153761863708496,7.161926746368408,7.177375316619873,7.180379390716553,7.205244064331055,7.223821640014648,7.21995735168457,7.242088317871094,7.249277114868164,7.26362943649292,7.265411376953125,7.288923740386963,7.306018829345703
00107X0006/P1,neuralprophet,1.8241565072023178,2.363130828401867,9.870608365607614,12.787027226969006,15.550621747970581,False,False,44.776893615722656,44.91265106201172,45.07076644897461,45.20886993408203,45.34928894042969,45.48637390136719,45.63303756713867,45.74483871459961,45.867862701416016,46.01289749145508,46.1376953125,46.26471710205078,46.38843536376953,46.521881103515625,46.6207275390625,46.731170654296875,46.864078521728516,46.97731018066406,47.09339904785156,47.20687484741211,47.330833435058594,47.42100143432617,47.52359390258789,47.649513244628906,47.756622314453125,47.867454528808594,47.97653579711914,48.09693145751953,48.18433380126953,48.2849235534668,48.4095458984375,48.51600646972656,48.62677001953125,48.736289978027344,48.8575553894043,48.946170806884766,49.0482292175293,49.174495697021484,49.28267288208008,49.395145416259766,49.50627136230469,49.62895584106445,49.718719482421875,49.821571350097656,49.948204040527344,50.056251525878906,50.168033599853516,50.277854919433594,50.39856719970703,50.48565673828125,50.58510208129883,50.70757293701172,50.81068801879883,50.91676330566406,51.02011489868164,51.133602142333984,51.21273422241211,51.30352783203125,51.41667938232422,51.50987243652344,51.60546112060547,51.69782257080078,51.799888610839844,51.86723327636719,51.94593811035156,52.046783447265625,52.12752914428711,52.21060562133789,52.29045867919922,52.38011169433594,52.43519592285156,52.50187683105469,52.59099578857422,52.660369873046875,52.73248291015625,52.80185317993164,52.88151931762695,52.92716598510742,52.98497772216797,53.065826416015625,53.127532958984375,53.192596435546875,53.25550842285156,53.329315185546875,53.36967468261719,53.4227409362793,53.49934768676758,53.557273864746094,53.61896514892578,53.678871154785156,53.74995803833008,53.78782653808594,53.83856964111328
00113X0002/P1,neuralprophet,1.5092650875131148,3.5844675245889555,7.932923627670355,18.84049883197322,16.500442504882812,False,False,-0.36197346448898315,-0.33930158615112305,-0.31500107049942017,-0.28422343730926514,-0.2640942931175232,-0.25227993726730347,-0.1845186948776245,-0.17017197608947754,-0.13437628746032715,-0.09668505191802979,-0.05229157209396362,-0.018375903367996216,0.007351338863372803,0.08909940719604492,0.11746343970298767,0.16725581884384155,0.21887868642807007,0.2770914137363434,0.3246728181838989,0.36387118697166443,0.458855003118515,0.5001824498176575,0.5626331567764282,0.6265772581100464,0.6967450380325317,0.7558916807174683,0.8062396049499512,0.9119428992271423,0.9635381102561951,1.0357966423034668,1.1090741157531738,1.188098669052124,1.2556170225143433,1.3138521909713745,1.426957607269287,1.485475778579712,1.564183235168457,1.6434433460235596,1.727992057800293,1.8005905151367188,1.8634753227233887,1.9808111190795898,2.043159246444702,2.1253087520599365,2.2076449394226074,2.294917106628418,2.3699069023132324,2.4348654747009277,2.553981065750122,2.6178267002105713,2.7012126445770264,2.784538745880127,2.8725719451904297,2.948110818862915,3.013418674468994,3.1326982975006104,3.196537494659424,3.279759645462036,3.362772226333618,3.450356960296631,3.5253169536590576,3.589930534362793,3.708401918411255,3.7713305950164795,3.853541374206543,3.935453176498413,4.021846771240234,4.095531940460205,4.158788681030273,4.275826930999756,4.337246417999268,4.417873859405518,4.498129844665527,4.582797050476074,4.654688835144043,4.716081619262695,4.831189155578613,4.890609264373779,4.969172954559326,5.047297477722168,5.129768371582031,5.199395179748535,5.258460521697998,5.37117338180542,5.428133010864258,5.504170894622803,5.579702854156494,5.6595139503479,5.726414680480957,5.782684326171875,5.892531871795654,5.946557521820068,6.019585132598877
00115X0011/P1,neuralprophet,1.3570303104187353,2.1758474648540673,7.102172683744621,11.387545517766048,17.68476891517639,False,False,16.936662673950195,17.005672454833984,17.08988380432129,17.17406463623047,17.24034881591797,17.30858612060547,17.38930320739746,17.439369201660156,17.503372192382812,17.582942962646484,17.66289710998535,17.725404739379883,17.79034423828125,17.868270874023438,17.91606903076172,17.978342056274414,18.05672264099121,18.13602638244629,18.19841194152832,18.263744354248047,18.342559814453125,18.39171600341797,18.455780029296875,18.536354064941406,18.618206024169922,18.683456420898438,18.751914978027344,18.834068298339844,18.886716842651367,18.954376220703125,19.038583755493164,19.12405776977539,19.192852020263672,19.264724731445312,19.350101470947266,19.405736923217773,19.476085662841797,19.562641143798828,19.650074005126953,19.720396041870117,19.793331146240234,19.879268646240234,19.934932708740234,20.004764556884766,20.090232849121094,20.17599868774414,20.244068145751953,20.31416130065918,20.396678924560547,20.448354721069336,20.513639450073242,20.59402847290039,20.674209594726562,20.736215591430664,20.799806594848633,20.875415802001953,20.919822692871094,20.977521896362305,21.050058364868164,21.122163772583008,21.175928115844727,21.231159210205078,21.298341751098633,21.334304809570312,21.38359832763672,21.447811126708984,21.51172637939453,21.557479858398438,21.60491371154785,21.664560317993164,21.693279266357422,21.73565673828125,21.793304443359375,21.851024627685547,21.890975952148438,21.933013916015625,21.9876766204834,22.011829376220703,22.050048828125,22.10394859313965,22.15831756591797,22.195293426513672,22.23471450805664,22.287094116210938,22.30927085876465,22.34578514099121,22.398216247558594,22.451318740844727,22.487186431884766,22.525619506835938,22.57708740234375,22.598377227783203,22.63399887084961
00117X0023/P1,neuralprophet,1.9217664795372433,1.7402752803758,7.633375091354114,6.912480844456566,16.009005784988403,False,False,35.546119689941406,35.66291809082031,35.78230285644531,35.87490463256836,35.998409271240234,36.102783203125,36.218666076660156,36.315731048583984,36.42200469970703,36.531314849853516,36.61431121826172,36.72871017456055,36.82448196411133,36.93227767944336,37.021751403808594,37.120933532714844,37.22362518310547,37.300445556640625,37.409080505371094,37.49945831298828,37.602195739746094,37.686893463134766,37.781532287597656,37.87985610961914,37.95243835449219,38.056907653808594,38.14314270019531,38.24169158935547,38.322120666503906,38.41234588623047,38.506072998046875,38.57383728027344,38.6732177734375,38.754058837890625,38.846893310546875,38.92125701904297,39.00505065917969,39.09197235107422,39.152549743652344,39.24436950683594,39.317283630371094,39.40184020996094,39.467586517333984,39.54247283935547,39.62021255493164,39.67137908935547,39.75360107421875,39.81678009033203,39.89151382446289,39.94740676879883,40.01245880126953,40.0804557800293,40.12201690673828,40.19483184814453,40.248870849609375,40.314781188964844,40.36222839355469,40.41926193237305,40.47971725463867,40.514259338378906,40.58063507080078,40.628822326660156,40.68952560424805,40.732425689697266,40.78559112548828,40.842864990234375,40.87493133544922,40.93952178955078,40.98661804199219,41.046897888183594,41.09002685546875,41.14404296875,41.2027587890625,41.236812591552734,41.30388641357422,41.35391616821289,41.417518615722656,41.46429443359375,41.52223205566406,41.585060119628906,41.623348236083984,41.6947135925293,41.74901580810547,41.816802978515625,41.86760711669922,41.9293327331543,41.99565124511719,42.037071228027344,42.11113739013672,42.16765594482422,42.23712158203125,42.289024353027344,42.351219177246094
