,item_id,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],model,learningtime,use_exo_rain,use_exo_evo,rmse,rmsse
0,00061X0117/PZ1,13.480408371135752,308.6253356933594,1680.3699951171875,18.068494571152552,0.03698058879832436,89.73767331831009,0.19234121999432963,0.170599486238213,2750.9477034400948,474.6157545089722,0.989247311827957,308.62533473968506,1.0,69.15167598724364,1.0,DeepAREstimator,160.96041750907898,False,False,3.6715675631990967,60.77635600808359
0,00065X0148/P,0.08617604163385206,20.64686393737793,78.9699935913086,0.8491397160355763,0.06938002406281428,3.1999021713833007,0.41114261586179013,0.2700921130436723,20.047925905559435,12.185252559185031,0.22580645161290322,20.646865248680115,0.6774193548387096,8.554083490371704,1.0,DeepAREstimator,184.70885133743286,False,False,0.29355756102313574,1.891262048587181
0,00068X0010/F295,0.5654915840395035,59.138580322265625,2281.949951171875,24.537096249159948,0.048930437599828444,12.995974373727462,0.026238008212017758,0.02575473887946016,214.04162626811953,64.64936943054198,0.8172043010752689,59.13857650756836,1.0,16.5475341796875,1.0,DeepAREstimator,177.38541054725647,False,False,0.7519917446618037,4.63375394274963
0,00068X0147/PZ5,21.62352071782594,357.4092712402344,557.31005859375,5.992581275201613,0.09573591731478126,40.14282780418942,0.6403078058714508,0.4406534010364163,1171.6606371625346,529.1412668228149,0.9354838709677419,357.4092597961426,0.978494623655914,83.02519645690916,0.989247311827957,DeepAREstimator,196.1493604183197,False,False,4.650109753309693,30.219893266572267
0,00103X0322/F,0.16565096250144384,34.38035202026367,2052.050048828125,22.065054288474464,0.04178420435575529,8.847391262292755,0.016657724175401914,0.016499233502213672,55.74954108957619,21.20023994445801,0.5698924731182796,34.38035774230957,0.8924731182795699,11.85679588317871,1.0,DeepAREstimator,183.36388111114502,False,False,0.4070024109282939,6.908522243146537
0,00104X0054/P1,2.2794881841187835,130.77915954589844,520.93994140625,5.601504746303763,0.07253194250205203,19.387699729110714,0.26105259310814644,0.22581285045992944,495.9196833192707,189.22842369079592,0.9354838709677419,130.7791576385498,1.0,30.975941944122308,1.0,DeepAREstimator,226.67194080352783,False,False,1.5097973983680006,9.213903449901547
0,00107X0006/P1,8.46120132938508,227.5652313232422,4707.31005859375,50.616237189180104,0.09297206172771608,26.319067532178828,0.051617017356298305,0.049591705363283875,278.30450072779894,196.52406005859373,0.7311827956989247,227.56522750854492,0.8924731182795699,68.80361862182617,1.0,DeepAREstimator,242.92270851135254,False,False,2.9088144198943113,16.600406000695695
0,00113X0002/P1,81.23187584005376,751.3560180664062,240.19000244140625,2.582688198294691,0.07194983378102077,112.28791706516938,8.817789057249664,1.2837765601373488,3098.2541597837326,1144.0385848045348,1.0,751.3559861183167,1.0,170.74537401199336,1.0,DeepAREstimator,241.72764372825623,False,False,9.012872785081,45.347923848783196
0,00115X0011/P1,27.066632014448924,437.71307373046875,1706.320068359375,18.347527616767472,0.07945574260807353,59.235393643806475,0.28834336803805444,0.2410097224738008,1658.1489221606828,643.0116340637209,0.8709677419354839,437.71307945251465,0.9354838709677419,100.48414230346678,1.0,DeepAREstimator,223.6272873878479,False,False,5.2025601403971224,28.10223724432739
0,00117X0023/P1,6.007080078125,186.28744506835938,3435.06005859375,36.936129662298384,0.09880736784747693,20.27268665104724,0.05471582822902228,0.05703512827555338,188.51199744745813,61.46070823669434,0.010752688172043012,186.28743934631348,0.15053763440860216,133.09416465759273,0.40860215053763443,DeepAREstimator,220.58837056159973,False,False,2.45093453158688,9.548147134062143
0,00125X0010/S1,0.02818188359660487,12.68511962890625,6022.47998046875,64.75784925235214,0.008381433301890454,16.273963042088003,0.00210710318498714,0.0021102019856053013,203.13379870763146,11.421448516845702,0.0,12.68511962890625,0.021505376344086023,6.188201904296876,0.989247311827957,DeepAREstimator,228.53886318206787,False,False,0.16787460676530228,10.110829619991955
0,00127X0873/PZ1,0.027924668404363816,13.217787742614746,92.5999984741211,0.9956989083238827,0.04798390884507735,2.961966903935743,0.13963433747650475,0.15319032566521756,16.575526555354486,5.001085662841797,0.0,13.217787742614746,0.07526881720430108,6.832016706466676,0.3978494623655914,DeepAREstimator,223.06981253623962,False,False,0.16710675750658266,2.1825059334938075
0,00134X0127/PZ1,0.09836012317288306,27.44225311279297,2074.350341796875,22.304842384912636,0.00877424692351616,33.63000757014152,0.013243176603829988,0.013143920129345309,215.70674723693475,18.941179656982428,0.7526881720430108,27.44225311279297,1.0,9.133482742309567,1.0,DeepAREstimator,224.18239212036133,False,False,0.3136241750453607,25.32717641217193
0,00146X2045/PZF,1.249805901640205,86.8934555053711,1243.669921875,13.372794858870968,0.04395645509892259,21.255995942754055,0.06965028086016255,0.07329961817751648,271.61667356301535,26.712277030944826,0.0,86.8934679031372,0.021505376344086023,81.87501869201662,0.2903225806451613,DeepAREstimator,222.3980574607849,False,False,1.117947181954588,13.052592495086564
0,00148D0177/F2,0.07023492423436975,18.192642211914062,612.4300537109375,6.585269394741263,0.030544253925661086,6.404471662865304,0.0310439089293121,0.030560588323941793,42.74040082825382,9.539551067352296,0.16129032258064516,18.19264316558838,0.27956989247311825,5.415812397003172,1.0,DeepAREstimator,228.7624831199646,False,False,0.26501872430900003,3.7842257399262484
0,00155C0017/F1,0.1874134514921455,36.78089904785156,686.7100219726562,7.383978730888777,0.012555609367720842,31.499350335453574,0.05338140200543147,0.051729304816133234,812.0470060690137,51.393285083770756,1.0,36.78090047836304,1.0,8.992775630950927,1.0,DeepAREstimator,231.5041902065277,False,False,0.4329127527483402,27.160446175673574
0,00171X0051/P1,2.259078815419187,129.12742614746094,2840.059814453125,30.538277574764784,0.03389494824172533,40.96383148073173,0.04652942636961578,0.045221579972133844,613.6962100822755,129.4364585876465,0.8494623655913979,129.1274242401123,0.8817204301075269,35.45009422302246,1.0,DeepAREstimator,212.97159910202026,False,False,1.5030232251762403,26.086761999138044
