"id_piezo"	"id_method_ML"	"type"	"r"	"use_exo_rain"	"use_exo_eto"	"use_exo_bdlisa"	"approx_exo"	"rmsse"	"mse"
"00065X0148/P"	"lm"	"Local"	100	FALSE	FALSE	FALSE	FALSE	0.678561348953199	0.0101100265358559
"00065X0148/P"	"lm"	"Local"	100	FALSE	FALSE	FALSE	TRUE	0.678561348953199	0.0101100265358559
"00065X0148/P"	"lm"	"Local"	100	TRUE	FALSE	FALSE	FALSE	3.55776523327754	0.277925651398026
"00065X0148/P"	"lm"	"Local"	100	TRUE	FALSE	FALSE	TRUE	3.1570569708007	0.218846142857796
"00065X0148/P"	"lm"	"Local"	100	TRUE	TRUE	FALSE	FALSE	1.6760495523244	0.0616804832012813
"00065X0148/P"	"lm"	"Local"	100	TRUE	TRUE	FALSE	TRUE	1.41865737198908	0.0441905184616572
"00065X0148/P"	"svr"	"Local"	100	FALSE	FALSE	FALSE	FALSE	2.31132392316997	0.11729937212001
"00065X0148/P"	"svr"	"Local"	100	FALSE	FALSE	FALSE	TRUE	2.31132392316997	0.11729937212001
"00065X0148/P"	"svr"	"Local"	100	TRUE	FALSE	FALSE	FALSE	1.31138085909672	0.0377599785892447
"00065X0148/P"	"svr"	"Local"	100	TRUE	FALSE	FALSE	TRUE	1.3385110599959	0.0393385172723596
"00065X0148/P"	"svr"	"Local"	100	TRUE	TRUE	FALSE	FALSE	1.52837970647845	0.0512904587748793
"00065X0148/P"	"svr"	"Local"	100	TRUE	TRUE	FALSE	TRUE	1.5381055908078	0.051945312112646
"00065X0148/P"	"rf"	"Local"	100	FALSE	FALSE	FALSE	FALSE	1.20086058984466	0.0316635236311999
"00065X0148/P"	"rf"	"Local"	100	FALSE	FALSE	FALSE	TRUE	1.20086058984466	0.0316635236311999
"00065X0148/P"	"rf"	"Local"	100	TRUE	FALSE	FALSE	FALSE	5.51031279806885	0.666694026482317
"00065X0148/P"	"rf"	"Local"	100	TRUE	FALSE	FALSE	TRUE	3.27455326701357	0.235438876937972
"00065X0148/P"	"rf"	"Local"	100	TRUE	TRUE	FALSE	FALSE	3.34920306000068	0.246295806335037
"00065X0148/P"	"rf"	"Local"	100	TRUE	TRUE	FALSE	TRUE	3.31094184451351	0.240700594940879
"00065X0148/P"	"ARIMA"	"Local"	NA	FALSE	FALSE	FALSE	FALSE	1.00448331487091	0.0221543755298683
"00065X0148/P"	"ARIMA"	"Local"	NA	TRUE	FALSE	FALSE	FALSE	1.02724712871681	0.0231698877927678
"00065X0148/P"	"ARIMA"	"Local"	NA	TRUE	TRUE	FALSE	FALSE	NA	NA
"00065X0148/P"	"ARIMA"	"Local"	NA	FALSE	FALSE	FALSE	TRUE	1.00448331487091	0.0221543755298683
"00065X0148/P"	"ARIMA"	"Local"	NA	TRUE	FALSE	FALSE	TRUE	1.02468570474906	0.0230544843757176
"00065X0148/P"	"ARIMA"	"Local"	NA	TRUE	TRUE	FALSE	TRUE	1.25565238298043	0.0346188716755316
"00067X0183/PZ1"	"lm"	"Local"	100	FALSE	FALSE	FALSE	FALSE	3.53574955774511	0.100487454208794
"00067X0183/PZ1"	"lm"	"Local"	100	FALSE	FALSE	FALSE	TRUE	3.53574955774511	0.100487454208794
"00067X0183/PZ1"	"lm"	"Local"	100	TRUE	FALSE	FALSE	FALSE	12.5243476824338	1.26083740083565
"00067X0183/PZ1"	"lm"	"Local"	100	TRUE	FALSE	FALSE	TRUE	11.7117746955636	1.1025397865438
"00067X0183/PZ1"	"lm"	"Local"	100	TRUE	TRUE	FALSE	FALSE	6.78698495751166	0.370256443828992
"00067X0183/PZ1"	"lm"	"Local"	100	TRUE	TRUE	FALSE	TRUE	6.00949494246591	0.290285137281401
"00067X0183/PZ1"	"svr"	"Local"	100	FALSE	FALSE	FALSE	FALSE	2.0283441210111	0.0330698425804358
"00067X0183/PZ1"	"svr"	"Local"	100	FALSE	FALSE	FALSE	TRUE	2.0283441210111	0.0330698425804358
"00067X0183/PZ1"	"svr"	"Local"	100	TRUE	FALSE	FALSE	FALSE	8.34319887610493	0.559517976335725
"00067X0183/PZ1"	"svr"	"Local"	100	TRUE	FALSE	FALSE	TRUE	8.92277457550216	0.639953906630337
"00067X0183/PZ1"	"svr"	"Local"	100	TRUE	TRUE	FALSE	FALSE	5.8563107566234	0.275674807543698
"00067X0183/PZ1"	"svr"	"Local"	100	TRUE	TRUE	FALSE	TRUE	5.89243659931116	0.279086409883722
"00067X0183/PZ1"	"rf"	"Local"	100	FALSE	FALSE	FALSE	FALSE	3.51615709740206	0.0993768881824903
"00067X0183/PZ1"	"rf"	"Local"	100	FALSE	FALSE	FALSE	TRUE	3.51615709740206	0.0993768881824903
"00067X0183/PZ1"	"rf"	"Local"	100	TRUE	FALSE	FALSE	FALSE	24.0031062131618	4.63109559802859
"00067X0183/PZ1"	"rf"	"Local"	100	TRUE	FALSE	FALSE	TRUE	24.0015544793745	4.63049684258723
"00067X0183/PZ1"	"rf"	"Local"	100	TRUE	TRUE	FALSE	FALSE	22.2707903577474	3.98676018030052
"00067X0183/PZ1"	"rf"	"Local"	100	TRUE	TRUE	FALSE	TRUE	22.2657538191839	3.98495717281105
"00067X0183/PZ1"	"ARIMA"	"Local"	NA	FALSE	FALSE	FALSE	FALSE	6.21595961482279	0.310574089498953
"00067X0183/PZ1"	"ARIMA"	"Local"	NA	TRUE	FALSE	FALSE	FALSE	6.17813222898749	0.306805577593616
"00067X0183/PZ1"	"ARIMA"	"Local"	NA	TRUE	TRUE	FALSE	FALSE	NA	NA
"00067X0183/PZ1"	"ARIMA"	"Local"	NA	FALSE	FALSE	FALSE	TRUE	6.21595961482279	0.310574089498953
"00067X0183/PZ1"	"ARIMA"	"Local"	NA	TRUE	FALSE	FALSE	TRUE	6.18210924154191	0.30720070101115
"00067X0183/PZ1"	"ARIMA"	"Local"	NA	TRUE	TRUE	FALSE	TRUE	6.18852344611445	0.307838499625342
"00068X0010/F295"	"lm"	"Local"	100	FALSE	FALSE	FALSE	FALSE	2.31448121767719	0.133028635822125
"00068X0010/F295"	"lm"	"Local"	100	FALSE	FALSE	FALSE	TRUE	2.31448121767719	0.133028635822125
"00068X0010/F295"	"lm"	"Local"	100	TRUE	FALSE	FALSE	FALSE	12.2242922399266	3.71095137338525
"00068X0010/F295"	"lm"	"Local"	100	TRUE	FALSE	FALSE	TRUE	10.5049400975569	2.74046952229705
"00068X0010/F295"	"lm"	"Local"	100	TRUE	TRUE	FALSE	FALSE	7.17343337319793	1.27788553399683
"00068X0010/F295"	"lm"	"Local"	100	TRUE	TRUE	FALSE	TRUE	5.59309456590147	0.776858890992322
"00068X0010/F295"	"svr"	"Local"	100	FALSE	FALSE	FALSE	FALSE	0.454735370538727	0.00513517547078473
"00068X0010/F295"	"svr"	"Local"	100	FALSE	FALSE	FALSE	TRUE	0.454735370538727	0.00513517547078473
"00068X0010/F295"	"svr"	"Local"	100	TRUE	FALSE	FALSE	FALSE	4.65323169497758	0.537708833480187
"00068X0010/F295"	"svr"	"Local"	100	TRUE	FALSE	FALSE	TRUE	4.6652563808519	0.540491473390307
"00068X0010/F295"	"svr"	"Local"	100	TRUE	TRUE	FALSE	FALSE	5.84232914192504	0.847636904300583
"00068X0010/F295"	"svr"	"Local"	100	TRUE	TRUE	FALSE	TRUE	5.89312399624467	0.862440165377831
"00068X0010/F295"	"rf"	"Local"	100	FALSE	FALSE	FALSE	FALSE	3.38904000738618	0.285227376496576
"00068X0010/F295"	"rf"	"Local"	100	FALSE	FALSE	FALSE	TRUE	3.38904000738618	0.285227376496576
"00068X0010/F295"	"rf"	"Local"	100	TRUE	FALSE	FALSE	FALSE	7.05777107304772	1.23700926028895
"00068X0010/F295"	"rf"	"Local"	100	TRUE	FALSE	FALSE	TRUE	7.05775701269023	1.23700433160115
"00068X0010/F295"	"rf"	"Local"	100	TRUE	TRUE	FALSE	FALSE	7.29317117843627	1.32090209817302
"00068X0010/F295"	"rf"	"Local"	100	TRUE	TRUE	FALSE	TRUE	7.30263205560571	1.32433133295514
"00068X0010/F295"	"ARIMA"	"Local"	NA	FALSE	FALSE	FALSE	FALSE	6.2560982913671	0.97195227990955
"00068X0010/F295"	"ARIMA"	"Local"	NA	TRUE	FALSE	FALSE	FALSE	6.74038792069071	1.12825586356164
"00068X0010/F295"	"ARIMA"	"Local"	NA	TRUE	TRUE	FALSE	FALSE	NA	NA
"00068X0010/F295"	"ARIMA"	"Local"	NA	FALSE	FALSE	FALSE	TRUE	6.2560982913671	0.97195227990955
"00068X0010/F295"	"ARIMA"	"Local"	NA	TRUE	FALSE	FALSE	TRUE	6.71210716871906	1.11880804354832
"00068X0010/F295"	"ARIMA"	"Local"	NA	TRUE	TRUE	FALSE	TRUE	6.33344346187793	0.996133651993842
"00122X0462/PZ"	"lm"	"Local"	100	FALSE	FALSE	FALSE	FALSE	1.56343541594618	0.0257354713988552
"00122X0462/PZ"	"lm"	"Local"	100	FALSE	FALSE	FALSE	TRUE	1.56343541594618	0.0257354713988552
"00122X0462/PZ"	"lm"	"Local"	100	TRUE	FALSE	FALSE	FALSE	8.25646207603387	0.717728541977144
