bss_code,model,rmse_train,rmse_test,rmsse_train,rmsse_test,learningtime,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47,h48,h49,h50,h51,h52,h53,h54,h55,h56,h57,h58,h59,h60,h61,h62,h63,h64,h65,h66,h67,h68,h69,h70,h71,h72,h73,h74,h75,h76,h77,h78,h79,h80,h81,h82,h83,h84,h85,h86,h87,h88,h89,h90,h91,h92,h93
00061X0117/PZ1,prophet,42.97096267578205,81.00857449552454,685.7235482882161,1292.7214957683143,2.8337433338165283,95.98921314538505,96.03247087453622,96.06744336233312,96.08657878331034,96.12437477991641,96.20344921116994,96.22829662781028,96.25357326524731,96.29683099439846,96.33180348219534,96.35093890317258,96.38873489977871,96.46780933103211,96.49265674767247,96.5179333851095,96.56119111426072,96.59616360205754,96.61529902303488,96.65309501964097,96.73216945089438,96.7570168675347,96.78229350497178,96.82555123412295,96.86052372191979,96.8796591428971,96.9174551395032,96.99652957075662,97.02137698739693,97.04665362483404,97.08991135398519,97.12488384178202,97.14401926275936,97.1818152593655,97.26088969061878,97.28573710725917,97.3110137446963,97.35427147384742,97.38924396164424,97.40837938262156,97.44617537922761,97.52524981048106,97.55009722712137,97.57537386455849,97.61863159370962,97.65360408150654,97.67273950248381,97.71053549908989,97.7896099303433,97.81445734698362,97.83973398442073,97.88299171357193,97.91796420136876,97.93709962234604,97.97489561895215,98.05397005020556,98.0788174668459,98.10409410428299,98.14735183343416,98.18232432123101,98.20145974220827,98.23925573881431,98.31833017006781,98.34317758670815,98.36845422414522,98.41171195329642,98.4466844410932,98.46581986207053,98.50361585867654,98.5826902899301,98.60753770657038,98.63281434400746,98.67607207315858,98.71104456095544,98.73017998193278,98.76797597853881,98.84705040979235,98.8718978264326,98.89717446386972,98.94043219302087,98.9754046808177,98.99454010179501,99.03233609840109,99.1114105296545,99.1362579462949,99.1615345837319,99.2047923128831,99.2397648006799,99.2589002216573,99.29669621826335,99.37577064951677,99.40061806615711,99.42589470359417,99.46915243274536
00065X0148/P,prophet,10.584347775196962,18.913237367765205,71.18508978428466,127.2010830266582,0.7646920680999756,19.95814903388901,19.971808110778596,19.976439340317278,20.0056858294693,20.008778549784164,20.04802470741876,20.03848618173528,20.017073590162656,20.030732667052224,20.035363896590887,20.064610385742913,20.067703106057767,20.10694926369228,20.097410738008815,20.075998146436174,20.089657223325855,20.094288452864497,20.12353494201651,20.126627662331366,20.165873819965938,20.15633529428242,20.13492270270982,20.148581779599436,20.15321300913811,20.182459498290125,20.185552218605032,20.22479837623954,20.215259850556023,20.19384725898348,20.207506335873074,20.212137565411744,20.24138405456373,20.244476774878628,20.28372293251311,20.274184406829633,20.252771815257123,20.26643089214665,20.271062121685354,20.300308610837348,20.30340133115218,20.342647488786714,20.33310896310317,20.31169637153064,20.325355448420233,20.329986677958935,20.35923316711096,20.362325887425815,20.401572045060373,20.39203351937684,20.370620927804282,20.384280004693906,20.38891123423254,20.418157723384574,20.421250443699446,20.46049660133403,20.45095807565049,20.429545484077945,20.44320456096749,20.447835790506176,20.477082279658184,20.480174999972963,20.519421157607578,20.509882631924096,20.48847004035153,20.502129117241118,20.50676034677976,20.536006835931786,20.53909955624663,20.578345713881237,20.5688071881977,20.54739459662511,20.561053673514657,20.565684903053395,20.594931392205396,20.59802411252023,20.63727027015484,20.627731744471305,20.606319152898752,20.619978229788334,20.62460945932703,20.653855948479013,20.65694866879386,20.696194826428414,20.686656300744954,20.66524370917227,20.678902786061915,20.683534015600618,20.712780504752608,20.715873225067458,20.755119382702016,20.745580857018492,20.72416826544592,20.737827342335542
00068X0010/F295,prophet,21.377466276166967,35.89248636378381,135.5645976670745,227.61118695352476,1.089759111404419,-12.778476838411994,-12.784230523428338,-12.827092873929423,-12.799403896989302,-12.8227898675545,-12.852604487264983,-12.886725444692695,-12.886086186680204,-12.89183987169661,-12.934702222197698,-12.907013245257557,-12.93039921582282,-12.960213835533233,-12.994334792961018,-12.993695534948554,-12.999449219964886,-13.04231157046597,-13.014622593525932,-13.038008564091138,-13.067823183801476,-13.101944141229264,-13.10130488321676,-13.107058568233217,-13.14992091873425,-13.122231941794174,-13.145617912359368,-13.175432532069793,-13.209553489497512,-13.208914231485103,-13.21466791650137,-13.257530267002503,-13.229841290062438,-13.253227260627682,-13.283041880337974,-13.31716283776577,-13.316523579753307,-13.322277264769696,-13.365139615270778,-13.337450638330687,-13.360836608895903,-13.39065122860629,-13.424772186034094,-13.424132928021663,-13.42988661303802,-13.472748963539074,-13.445059986598944,-13.468445957164183,-13.498260576874534,-13.532381534302262,-13.531742276289867,-13.537495961306242,-13.580358311807352,-13.552669334867199,-13.576055305432456,-13.605869925142779,-13.639990882570629,-13.639351624558207,-13.645105309574573,-13.6879676600756,-13.66027868313545,-13.683664653700719,-13.71347927341116,-13.747600230838875,-13.74696097282649,-13.752714657842844,-13.795577008343905,-13.767888031403812,-13.791274001968949,-13.82108862167941,-13.855209579107134,-13.854570321094767,-13.860324006111107,-13.903186356612153,-13.875497379672069,-13.898883350237268,-13.92869796994772,-13.96281892737538,-13.962179669362976,-13.967933354379323,-14.010795704880401,-13.983106727940328,-14.006492698505545,-14.036307318215902,-14.070428275643748,-14.069789017631328,-14.075542702647654,-14.118405053148704,-14.090716076208698,-14.114102046773858,-14.143916666484218,-14.17803762391207,-14.177398365899537,-14.18315205091593
00068X0147/PZ5,prophet,22.65585960007103,34.00404875193345,153.13380667371743,229.83764551956855,1.6886038780212402,-31.97158087013334,-31.979640847942257,-31.928138562817427,-31.905867037609628,-31.948980172510062,-32.042286718958515,-32.10335184678387,-32.07337656524232,-32.081436543051225,-32.02993425792639,-32.00766273271859,-32.05077586761906,-32.144082414067185,-32.20514754189283,-32.17517226035129,-32.183232238160194,-32.13172995303536,-32.10945842782764,-32.152571562728056,-32.24587810917629,-32.30694323700183,-32.27696795546027,-32.2850279332692,-32.23352564814434,-32.21125412293669,-32.2543672578372,-32.34767380428532,-32.408738932110836,-32.378763650569375,-32.386823628378274,-32.33532134325325,-32.31304981804557,-32.3561629529462,-32.44946949939408,-32.51053462721985,-32.48055934567836,-32.48861932348727,-32.43711703836221,-32.41484551315462,-32.45795864805496,-32.55126519450312,-32.6123303223288,-32.58235504078732,-32.59041501859626,-32.53891273347143,-32.51664120826359,-32.559754343164045,-32.65306088961222,-32.71412601743785,-32.6841507358963,-32.6922107137052,-32.640708428580396,-32.61843690337256,-32.66155003827311,-32.754856584721324,-32.81592171254684,-32.7859464310054,-32.79400640881421,-32.74250412368931,-32.72023259848152,-32.7633457333818,-32.856652279830286,-32.91771740765585,-32.88774212611438,-32.895802103923174,-32.844299818798326,-32.82202829359064,-32.86514142849096,-32.9584479749394,-33.01951310276485,-32.98953782122335,-32.99759779903229,-32.946095513907245,-32.92382398869962,-32.966937123599955,-33.06024367004843,-33.12130879787385,-33.09133351633234,-33.099393494141246,-33.04789120901615,-33.02561968380859,-33.068732818709016,-33.162039365157185,-33.22310449298284,-33.1931292114413,-33.201189189250236,-33.14968690412518,-33.12741537891763,-33.17052851381802,-33.26383506026622,-33.3249001880918,-33.29492490655029,-33.30298488435921
00103X0322/F,prophet,69.47351701489244,124.85031124629367,1181.5741921846413,2123.3976915724293,1.6617228984832764,146.15034894727623,146.216821492057,146.27634460200244,146.32509845980144,146.36997465078912,146.45023488710837,146.4987792281034,146.54212111220926,146.60859365699,146.66811676693544,146.7168706247344,146.76174681572215,146.84200705204128,146.89055139303636,146.93389327714226,147.00036582192303,147.05988893186844,147.1086427896675,147.15351898065515,147.2337792169743,147.28232355796936,147.32566544207526,147.39213798685603,147.45166109680147,147.50041495460053,147.54529114558815,147.62555138190731,147.67409572290234,147.7174376070083,147.78391015178903,147.84343326173448,147.8921871195335,147.93706331052115,148.0173235468403,148.06586788783537,148.1092097719413,148.17568231672203,148.23520542666748,148.28395928446648,148.32883547545413,148.40909571177332,148.45764005276834,148.50098193687427,148.567454481655,148.6269775916005,148.67573144939948,148.7206076403872,148.80086787670635,148.84941221770137,148.89275410180733,148.95922664658806,149.0187497565335,149.06750361433248,149.1123798053202,149.19264004163938,149.2411843826344,149.28452626674033,149.35099881152107,149.4105219214665,149.4592757792655,149.50415197025316,149.58441220657235,149.63295654756743,149.67629843167336,149.7427709764541,149.80229408639948,149.85104794419854,149.89592413518616,149.9761843715054,150.02472871250046,150.0680705966063,150.13454314138704,150.19406625133254,150.24282010913154,150.2876963001192,150.3679565364384,150.41650087743344,150.45984276153936,150.52631530632007,150.58583841626555,150.63459227406454,150.67946846505222,150.7597287013714,150.80827304236644,150.8516149264723,150.91808747125307,150.97761058119852,151.02636443899763,151.07124062998523,151.1515008663044,151.2000452072994,151.24338709140537,151.30985963618613
00104X0054/P1,prophet,19.93113116386486,36.00458488649076,127.45164503483633,230.23497938236576,2.0050878524780273,42.00762037531048,42.03926878650429,42.031475060532046,42.094452581183404,42.09659025633373,42.125229047783364,42.067071668589634,42.1241230451337,42.15577145632739,42.14797773035508,42.21095525100651,42.213092926156804,42.241731717606534,42.18357433841261,42.24062571495661,42.2722741261505,42.264480400178115,42.327457920829495,42.329595595979896,42.35823438742961,42.30007700823569,42.35712838477981,42.38877679597345,42.38098307000115,42.443960590652516,42.44609826580294,42.474737057252625,42.41657967805879,42.47363105460274,42.50527946579671,42.49748573982432,42.56046326047572,42.562600935626016,42.59123972707586,42.53308234788187,42.59013372442595,42.621782135619654,42.613988409647355,42.67696593029874,42.679103605449086,42.70774239689888,42.649585017704844,42.70663639424886,42.7382848054426,42.73049107947041,42.79346860012186,42.79560627527214,42.82424506672195,42.76608768752804,42.823139064072066,42.854787475265866,42.846993749293446,42.909971269944975,42.91210894509522,42.94074773654502,42.882590357351056,42.93964173389499,42.97129014508882,42.963496419116616,43.02647393976808,43.02861161491829,43.057250406367984,42.99909302717415,43.05614440371805,43.08779281491192,43.079999088939516,43.14297660959098,43.14511428474134,43.17375307619106,43.11559569699724,43.17264707354111,43.204295484734864,43.196501758762686,43.25947927941409,43.261616954564424,43.290255746014076,43.232098366820324,43.28914974336433,43.320798154558126,43.31300442858585,43.37598194923721,43.37811962438749,43.40675841583731,43.34860103664334,43.40565241318723,43.437300824381076,43.429507098408756,43.49248461906018,43.49462229421058,43.52326108566033,43.46510370646631,43.522155083010446,43.55380349420419
00107X0006/P1,prophet,60.18466001502396,110.97438206171037,325.6624123423738,600.4883131581892,2.1526548862457275,160.66082380364153,160.74096596679234,160.78410491340063,160.870997885549,160.94253039216358,160.99291218300672,160.8619610873593,161.03831274559766,161.1184549087483,161.16159385535644,161.24848682750502,161.32001933411965,161.37040112496317,161.23945002931512,161.41580168755343,161.4959438507043,161.53908279731226,161.62597576946072,161.69750827607567,161.7478900669189,161.616938971271,161.79329062950953,161.87343279266,161.91657173926805,162.00346471141648,162.07499721803137,162.12537900887472,161.99442791322687,162.17077957146506,162.25092173461616,162.29406068122415,162.38095365337276,162.45248615998742,162.50286795083107,162.3719168551828,162.54826851342116,162.6284106765719,162.67154962317997,162.75844259532852,162.82997510194323,162.8803568927869,162.7494057971386,162.9257574553769,163.00589961852756,163.04903856513593,163.13593153728453,163.2074640438991,163.25784583474265,163.12689473909458,163.30324639733306,163.38338856048384,163.42652750709178,163.51342047924058,163.584952985855,163.63533477669844,163.50438368105057,163.68073533928856,163.76087750243957,163.80401644904788,163.8909094211966,163.96244192781097,164.0128237186543,163.88187262300642,164.0582242812445,164.1383664443955,164.18150539100336,164.26839836315202,164.33993086976665,164.39031266061008,164.25936156496235,164.43571322320045,164.51585538635118,164.55899433295946,164.64588730510803,164.71741981172275,164.7678016025659,164.63685050691822,164.81320216515655,164.8933443283074,164.93648327491556,165.02337624706408,165.09490875367862,165.14529054452225,165.0143394488742,165.19069110711234,165.27083327026313,165.3139722168711,165.40086518901978,165.47239769563464,165.52277948647804,165.39182839083,165.56818004906845,165.64832221221909
00113X0002/P1,prophet,7.057969781733866,11.318990078847438,37.09774757803336,59.49430923749167,2.4520108699798584,16.891075553750447,16.89774505300011,16.919281368089592,16.936202211869738,16.924349323045508,16.914030402972887,16.910529281726518,16.94172232363389,16.948391822883544,16.969928137973014,16.986848981753166,16.974996092928933,16.96467717285638,16.96117605160995,16.992369093517297,16.99903859276698,17.020574907856442,17.037495751636595,17.025642862812358,17.015323942739776,17.011822821493382,17.04301586340074,17.049685362650383,17.071221677739864,17.08814252151999,17.076289632695723,17.06597071262319,17.06246959137681,17.093662633284122,17.100332132533822,17.121868447623324,17.138789291403455,17.126936402579148,17.116617482506673,17.113116361260246,17.144309403167565,17.150978902417226,17.17251521750675,17.189436061286848,17.177583172462654,17.167264252390087,17.16376313114367,17.194956173050976,17.20162567230063,17.223161987390114,17.240082831170284,17.22822994234605,17.21791102227348,17.214409901027103,17.24560294293442,17.25227244218409,17.273808757273542,17.290729601053712,17.278876712229444,17.268557792156876,17.26505667091049,17.296249712817797,17.302919212067497,17.324455527157003,17.34137637093714,17.32952348211298,17.31920456204031,17.315703440793918,17.34689648270123,17.35356598195093,17.37510229704039,17.392023140820534,17.380170251996343,17.369851331923712,17.366350210677354,17.397543252584654,17.404212751834308,17.42574906692385,17.442669910703966,17.430817021879772,17.420498101807123,17.41699698056078,17.448190022468093,17.45485952171777,17.476395836807306,17.493316680587398,17.48146379176317,17.4711448716906,17.46764375044416,17.498836792351508,17.505506291601172,17.5270426066907,17.543963450470827,17.53211056164659,17.521791641574012,17.51829052032759,17.549483562234954,17.556153061484608
00115X0011/P1,prophet,41.341453283931,74.54438436592876,216.36520420007375,390.13652554812495,0.9991309642791748,95.06243338638232,95.09309139580392,95.18995241439485,95.29450904822247,95.35137312869904,95.36056088309282,95.27955069006306,95.31161982663518,95.34227783605678,95.43913885464768,95.54369548847536,95.60055956895194,95.60974732334596,95.52873713031582,95.56080626688792,95.59146427630964,95.68832529490051,95.792881928728,95.84974600920482,95.85893376359867,95.77792357056859,95.80999270714076,95.84065071656242,95.93751173515335,96.04206836898076,96.0989324494575,96.10812020385143,96.02711001082133,96.05917914739359,96.08983715681522,96.18669817540629,96.29125480923376,96.34811888971038,96.35730664410453,96.2762964510741,96.30836558764645,96.33902359706799,96.43588461565913,96.54044124948653,96.59730532996319,96.6064930843573,96.52548289132686,96.55755202789918,96.58821003732075,96.68507105591169,96.78962768973943,96.84649177021596,96.85567952461001,96.77466933157962,96.80673846815203,96.83739647757369,96.93425749616453,97.0388141299923,97.09567821046876,97.10486596486271,97.02385577183266,97.05592490840482,97.08658291782648,97.18344393641746,97.28800057024519,97.34486465072165,97.35405240511552,97.2730422120854,97.30511134865762,97.33576935807933,97.43263037667018,97.5371870104977,97.59405109097435,97.60323884536825,97.52222865233819,97.55429778891042,97.58495579833195,97.68181681692313,97.78637345075057,97.84323753122723,97.85242528562101,97.77141509259094,97.80348422916326,97.8341422385849,97.93100325717606,98.03555989100347,98.09242397148003,98.10161172587411,98.02060153284398,98.05267066941602,98.08332867883767,98.1801896974288,98.2847463312561,98.34161041173289,98.35079816612686,98.26978797309673,98.30185710966887,98.33251511909054
00117X0023/P1,prophet,202.83630853473616,365.308433519592,805.6783390061553,1451.0276491873851,2.916496992111206,398.6141980172266,398.82780414770383,399.1045093564283,399.3931418840422,399.5591410121142,399.6186417790771,399.6699591529653,399.76550308835033,399.97910921882743,400.255814427552,400.5444469551659,400.71044608323785,400.76994685020117,400.8212642240888,400.9168081594739,401.13041428995103,401.4071194986757,401.69575202628926,401.8617511543613,401.92125192132465,401.9725692952123,402.0681132305975,402.28171936107486,402.5584245697995,402.84705709741297,403.01305622548495,403.0725569924481,403.12387436633577,403.2194183017212,403.43302443219807,403.7097296409231,403.9983621685365,404.1643612966084,404.22386206357214,404.2751794374594,404.3707233728448,404.5843295033218,404.8610347120468,405.1496672396601,405.31566636773215,405.3751671346957,405.42648450858286,405.5220284439683,405.7356345744454,406.0123397831699,406.3009723107839,406.4669714388558,406.52647220581923,406.5777895797064,406.6733335150918,406.886939645569,407.1636448542937,407.4522773819075,407.61827650997935,407.6777772769427,407.7290946508303,407.8246385862155,408.03824471669276,408.3149499254174,408.60358245303115,408.76958158110307,408.8290823480661,408.88039972195395,408.97594365733914,409.18954978781636,409.46625499654107,409.75488752415447,409.9208866522268,409.98038741918975,410.0317047930774,410.1272487284627,410.3408548589397,410.61756006766467,410.90619259527824,411.0721917233503,411.1316924903132,411.18300986420087,411.27855379958623,411.4921599300634,411.7688651387885,412.0574976664018,412.2234967944738,412.28299756143724,412.3343149353249,412.42985887070995,412.64346500118705,412.92017020991216,413.2088027375251,413.3748018655974,413.4343026325608,413.48562000644836,413.5811639418335,413.7947700723107
